Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Woh Chand Jaisi Ladki,Udit Narayan,BollywoodRomantic,Devdas,9.4/10
Woh Chand Jaisi Ladki,Udit Narayan,BollywoodRomantic,Devdas,9.4/10
Dooriyan Hain Zaroori Bhi Hai,"Monica Dogra, Vishal Dadlani",BollywoodDance,Break Up Ke Baad,9.6/10
Main Hoon Prem Rogi,Suresh Wadkar,BollywoodDance,Prem Rog,7.7/10
Jag Ja,Suresh Wadkar,BollywoodRomantic,Omkara,9.1/10
Tumhi Se,"Shreya Ghoshal, Vijay Yesudas",BollywoodRomantic,Chup Chup Ke,9.6/10
Main Kya Karoon Ram,Lata Mangeshkar,BollywoodDance,Sangam,8.6/10
Na Jane Kahan Tum The,"Manna Dey, Suman Kalyanpur",BollywoodRomantic,Zindagi Aur Khwab,9.2/10
Meherbani (Remix),Jubin Nautiyal,BollywoodDance,The Shaukeens,9.6/10
Jab Zero Diya Mere Bharat Ne,"Mahendra Kapoor, Manhar Udhas",BollywoodPatriotic,Purab Aur Pashchim,9.1/10
Hum Tumhe Kaise Bataye,"Aaman Trikha, Taraannum Mallik",BollywoodRomantic,Ekkees Toppon Ki Salaami,9.5/10
Rimjhim Ke Tarane Leke Aai Barsaat,"Geeta Dutt, Mohammed Rafi",BollywoodRomantic,Kala Bazar,8.8/10
Kunwara,Salim Merchant,BollywoodDance,Jodi Breakers,9.4/10
Ja Ja Ja Mere Bachpan,Lata Mangeshkar,BollywoodDance,Junglee,9.1/10
O Panchhi Pyare Sanjh Sakare,Asha Bhosle,BollywoodDance,Bandini,9.3/10
Banda Parwar,Mohammed Rafi,BollywoodDance,Phir Wohi Dil Laya Hoon,9.2/10
Mera Jeena Hai Kya,Neeraj Shridhar,BollywoodRomantic,Aashayein,9.7/10
Yeh Hai Bambai Nagaria,Kishore Kumar,BollywoodDance,Don,8.5/10
Masoom Chehra Ye Qatil Adayen,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Dil Tera Deewana,9.1/10
Shanana Na,"Abhijeet, Alka Yagnik, Ayub, Dabboo Malik, Jordy Patel, Sriijiit",BollywoodDance,Maine Dil Tujhko Diya,9.4/10
Mehboob Mere,"Alka Yagnik, Sukhwinder Singh",BollywoodDance,Biwi No.1,9.2/10
Rote Hue Ate Hain Sab,Kishore Kumar,BollywoodDance,Muqaddar Ka Sikandar,8.9/10
Tujhko Jo Paaya,Mohit Chauhan,BollywoodRomance,Crook,9.6/10
Pe.. Pe.. Pepein… (Version 2),"Hard Kaur, Master Saleem, Neeraj Shridhar, Tulsi Kumar",BollywoodDance,Chance Pe Dance,9.5/10
Touch Me,"Asha Bhosle, Kishore Kumar",BollywoodRomantic,Himmat Aur Mehanat,8.6/10
Samjho Ho Hi Gaya,"Arshad Warsi, Sanjay Dutt, Vinod Rathod",BollywoodDance,Lage Raho Munna Bhai,9.5/10
Miss India Martee Mujhpe,"Adnan Sami, Amit Kumar",BollywoodDance,Dhamal,9.4/10
Kashmir Ki Kali Hoon Main,Lata Mangeshkar,BollywoodRomantic,Junglee,8.9/10
Barsaat Ke Mausam Mein,"Kumar Sanu, Roop Kumar Rathod",BollywoodDance,Naajayaz,8.6/10
Chammak Challo (Remix),"Akon, Hamsika Iyer",BollywoodDance,Ra-One,9.3/10
Aaj Udta Hua Ek Panchhi,Mohammed Rafi,BollywoodDance,Gehra Daag,8.7/10
Ek Tu Hi Bharosa,Lata Mangeshkar,BollywoodDevotional,Pukar,9.2/10
Dhanak,Monali Thakur,BollywoodDance,Dhanak,9.6/10
Bhaag Milky Bhaag,"Sanam Puri, Sonu Kakkar",BollywoodDance,Running Shaadi,9.2/10
Follow Me,Hard Kaur,BollywoodDance,Ajab Prem Ki Ghazab Kahani,9.5/10
Mil Gaya,"Mohammed Rafi, Udit Narayan, Usha Mangeshkar",BollywoodDance,Unees Bees,9.6/10
Paayal Meri,"Alka Yagnik, Udit Narayan",BollywoodDance,Rajkumar,8.6/10
Sanam Tum Jahan Mera Dil Wahan,Asha Bhosle,BollywoodDance,Kaalia,9.2/10
Koi Patthar Se Na Maare,"Shreya Ghoshal, Sonu Nigam, Sunidhi Chauhan",BollywoodSad,Aaja Nachle,9.4/10
Sun Le Meri Payal Ke Geet,Lata Mangeshkar,BollywoodDance,Sasural,7.7/10
Le Jaa Tu Mujhe,Atif Aslam,Bollywood,F.A.L.T.U,9.7/10
Dil Mein Baji Pyar Ki Shehnaiyan,Lata Mangeshkar,BollywoodDance,Kohinoor,8.8/10
Darbadar,"Altamash Khan, Divya Kumar, Harshit Chouhan, Monali Thakur, Shadaab",BollywoodRomantic,I Me Aur Main,9.4/10
Main Teri Huyi Re Balma,Asha Bhosle,BollywoodDance,Gehra Daag,8.4/10
Ek Din Aap,"Alka Yagnik, Kumar Sanu",BollywoodDanceRomantic,Yes Boss,9.5/10
Party To Banti Hai (Remix),"Meet Bros, Mika Singh",BollywoodDance,Bhoothnath Returns,8.5/10
Kuch Khaas,"Mohit Chauhan, Neha Bhasin",BollywoodDance,Fashion,9.1/10
Baatein Kuch Ankahee,"Adnan Sami, Pritam Chakraborty",BollywoodRomantic,Life In A Metro,9.5/10
Aaj Ki Party (Remix),Mika Singh,BollywoodDance,Bajrangi Bhaijaan,9.3/10
Ae Watan Ae Watan Humko Teri Qasam,Mohammed Rafi,BollywoodPatriotic,Shaheed,9.6/10
Ajnabi,Zebunnisa Bangash,BollywoodRomantic,Madras Cafe,9.3/10
Peer Manava,"Shraddha Pandit, Sukhwinder Singh",BollywoodDance,Black & White,9.2/10
Kehta Hai Joker Sara Zamana,Mukesh,BollywoodDance,Mera Naam Joker,9.0/10
Dil Mein Sanam Ki Soorat,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Phir Teri Kahani Yaad Aayi,9.1/10
Tanhai Tanhai,"Alka Yagnik, Udit Narayan",BollywoodDance,Koyla,8.8/10
Woh Dekho Jala Ghar Kisi Ka,Lata Mangeshkar,BollywoodSad,Anpadh,8.6/10
Zara Nazron Se Kah Do Ji,Hemant Kumar,BollywoodRomantic,Bees Saal Baad,9.0/10
Chaar Botal Vodka (Remix),Yo Yo Honey Singh,BollywoodDance,Ragini MMS 2,9.1/10
Jab Tumhein Aashiqui Maloom,Kumar Sanu,BollywoodRomantic,Ajnabee,9.2/10
Yaaron Aesa Hai,Salim Merchant,BollywoodDance,Rangrezz,9.7/10
Tere Ishq Ka Suroor,"Aaman Trikha, Akshata Dixit",BollywoodRomantic,Single,9.8/10
Ek Sawal Main Karoon,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Sasural,8.9/10
It’s All About Tonight,"Rahul Vaidya, Sophie Choudry, Sunidhi Chauhan",BollywoodDance,Ishkq In Paris,8.8/10
Dil Mera Ek Aas Ka Panchhi,Subir Sen,BollywoodDance,Aas Ka Panchhi,8.9/10
Jaane Kya Dhoondhta Hai,Lucky Ali,BollywoodDance,Sur,9.7/10
Sanam Sanam,"Shraddha Pandit, Sukhwinder Singh",BollywoodDance,Mere Dost Picture Abhi Baki Hai,8.1/10
Yahaan Vahaan,Farhan Akhtar,BollywoodDance,Shaadi Ke Side Effects,9.1/10
Bambai Se Aaya Mera Dost,Bappi Lahiri,BollywoodDance,Aap Ki Khatir,8.4/10
Dhin Tak Dhin Tak,Jaspinder Narula,BollywoodRomantic,Bade Miyan Chote Miyan,8.8/10
Tujhe Dekh Dekh,Rahat Fateh Ali Khan,Bollywood,Kalyug,9.0/10
Capuchino,Abhishek Nehwal,BollywoodDance,I Me Aur Main,9.1/10
Chalo Dildar Chalo,"Himani Kapoor, Himesh Reshammiya, Vinit",BollywoodRomantic,Dil Diya Hai,9.3/10
Mil Gayee Woh Manzilen,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kabhi Na Kabhi,9.6/10
Jaane Kya,Zubeen Garg,BollywoodSad,Pyaar Ke Side Effects,9.6/10
Main Der Karta Nahin,"Lata Mangeshkar, Suresh Wadkar",BollywoodDance,Henna,7.9/10
Gunday Mashup,"Bappi Lahiri, Javed Ali, Neha Bhasin",BollywoodDance,Gunday,8.2/10
Gunday Mashup,Multiple,BollywoodDance,Gunday,8.2/10
Sheila Ki Jawani (Remix),"Sunidhi Chauhan, Vishal Dadlani",BollywoodDance,Tees Maar Khan,8.9/10
Laakh Duniya Kahe,"Nisha Mascarenhas, Ram Sampath",BollywoodSad,Talaash,9.6/10
Ha Raham Mehfuz,"Amit Trivedi, Murtuza Qadir",BollywoodDance,Aamir,9.6/10
Jiyara Jiyara,"Alisha Chinai, Hard Kaur",BollywoodDance,Prince,9.0/10
All The Best,"Antara Mitra, Rana, Soham",BollywoodDance,All The Best,9.2/10
Mallo Malli (Lehmber Hussainpuri),"Hard Kaur, Lehmber Hussainpuri",BollywoodDance,Mausam,9.3/10
Freak Out,"Aditi Singh Sharma, Joi Barua",BollywoodDance,Love Ka The End,9.5/10
Ab Tohe Jane Na Doongi,"Payal Dev, Shreyas Puranik",BollywoodRomantic,Bajirao Mastani,9.7/10
Jugnu,Udit Narayan,BollywoodDance,Joker,8.6/10
Sajda,K.K.,BollywoodDance,Bhool Bhulaiyaa,9.4/10
Aha Aha,Falguni Pathak,BollywoodRomantic,Na Tum Jaano Na Hum,8.8/10
Dil Ka Qaraar,"Shraddha Pandit, Sonu Nigam",BollywoodRomantic,Sangharsh,9.3/10
Wafa Jo Na Ki To,Asha Bhosle,BollywoodRomantic,Muqaddar Ka Sikandar,8.9/10
Raabta Tujhse Raha,Aaman Trikha,BollywoodRomantic,Yeh Hai Judgement Hanged Till Death,9.1/10
Teri Tamanna,"KK, Shilpa Rao, Zubeen Garg",BollywoodDance,The Train,9.2/10
Lage Na Mora Jiya,Lata Mangeshkar,BollywoodSad,Ghunghat,9.2/10
Jane Kya Dhoondti Rahti Hai,Mohammed Rafi,BollywoodSad,Shola Aur Shabnam,9.3/10
Mujhe Dekhkar Aap Ka Muskurana,Mohammed Rafi,BollywoodRomantic,Ek Musafir Ek Hasina,9.5/10
E – Gulbadan Phoolon Ki Mahek,Mohammed Rafi,BollywoodRomantic,Professor,9.1/10
Chahat Se Hai Begani,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Saajan Chale Sasural,8.4/10
Action Jackson,Multiple,BollywoodDance,Action Jackson,8.9/10
Tujhko Bhulana,"Roshni Baptist, Sangeet Haldipur",BollywoodDance,Murder 2,9.3/10
Chodo Kal Ki Batein,Mukesh,BollywoodPatriotic,Hum Hindustani,9.2/10
Dooba Re Dooba,"Alka Yagnik, Sonu Nigam",BollywoodDance,Ishq Vishk,9.3/10
Dillagi Main Jo Beet Jaye,"Himesh Reshammiya, Jayesh Gandhi, Shaan, Sonu Nigam, Sunidhi Chauhan, Vasundhara Das",BollywoodDance,Aashiq Banaya Aapne,9.3/10
Tere Chehre Pe,"Kumar Sanu, Sonali Vajpai",BollywoodRomantic,Baazigar,8.7/10
Khulla Saand,Salim Merchant,BollywoodDance,Rabba Main Kya Karoon,9.0/10
Rang Se Hui,Kaushiki Chakraborty,BollywoodDance,Gulaab Gang,9.4/10
Yeh Hawa Yeh Fiza Aa Bhi Jaa,Mahendra Kapoor,BollywoodRomantic,Gumrah,9.1/10
Meri Jaaniye,"Monali Thakur, Shaan",BollywoodDance,I Me Aur Mein,9.2/10
Tumhen Muhabbat Hai Humne Mana,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Ek Musafir Ek Hasina,9.4/10
Dhadakne Lagta Hai Mera Dil,Mohammed Rafi,BollywoodDance,Dil Tera Deewana,9.4/10
Aiyo Ji,"Salim Merchant, Shraddha Pandit",BollywoodDance,Satyagraha,8.4/10
Dagabaaz Tori Batiyan,Lata Mangeshkar,BollywoodRomantic,Gunga Jumna,8.5/10
Teri Yaad Dilse Bhulane Chala Hoon,Mukesh,BollywoodSad,Hariyali Aur Rasta,9.0/10
I Don’t Luv U,"Monali Thakur, Neuman Pinto",BollywoodDance,I Don't Luv U,9.2/10
Meter Down,"Adnan Sami, Merriene, Nimosa",BollywoodDance,Taxi No. 9211,9.4/10
Zor Ka Jhatka Haye (Remix),"Master Saleem, Richa Sharma",BollywoodDance,Action Replayy,9.2/10
Dil Apna Aur Preet Parai,Lata Mangeshkar,BollywoodSad,Dil Apna Aur Preet Parai,9.0/10
Ali Ali – Qawwali,"Krishna Beura, Shraddha Pandit, Vijayta Pandit",BollywoodDevotional,Deewaar,9.1/10
Kudi Pataka Driver,"Hard Kaur, Mika Singh",BollywoodDance,Challo Driver,8.9/10
Dil Jalon Ka Dil Jala Ke,Asha Bhosle,BollywoodDance,Zanjeer,9.1/10
Teri Choodiyan Da Crazy Crazy Sound,Wajid Khan,BollywoodDance,Ishkq In Paris,8.3/10
Kubool Kar Le,"Amit Sana, Monali Thakur, Prajakta Shukre, Rahul Vaidya, Suzanne, Udit Narayan",BollywoodDance,Jaan-E-Mann,9.0/10
Gaaye Jaa (Male),Mohammed Irfan,BollywoodDance,Brothers,9.7/10
Sing Raja,"Daler Mehndi, Sonu Kakkar",BollywoodDance,Joker,9.4/10
Alif Zaber Aa,Mohammed Rafi,BollywoodDance,Love In Shimla,9.1/10
Apni Bhi Kya Zindagi Hai,Mukesh,BollywoodSad,Aas Ka Panchhi,8.7/10
Dil Ashkon Mein,"Sonu Kakkar, Tony Kakkar",BollywoodRomance,Fever,9.4/10
Jaana Hai,Zubeen Garg,BollywoodDance,Dum Maaro Dum,9.5/10
Badan Juda Hote Hain,"Falguni Pathak, Kumar Sanu",Bollywood,Koyla,8.8/10
Naiyn Tere Zuke Zuke (Sad),Pamela Jain,BollywoodDance,Khelein Hum Jee Jaan Sey,9.2/10
Daagh Na Lag Jaye,"Asha Bhosle, Mukesh",BollywoodDance,Mera Naam Joker,8.6/10
Mahi Mennu Nahi Karna,Labh Janjua,BollywoodDance,Dev D,9.5/10
Khullam Khulla Pyaar Karen,"Jojo Mukherjee, Sunidhi Chauhan",BollywoodDance,Khullam Khulla Pyaar Karen,8.8/10
Babbe Mast,"ALTAMAS FARIDI, Sonu Kakkar",BollywoodDance,What The Fish,8.7/10
Gori Zara Hans De Tu Hans De,Mohammed Rafi,BollywoodDance,Asli Naqli,9.3/10
Mat Ro Mata Lal Tere,Manna Dey,BollywoodSad,Bandini,9.2/10
Bismillah,Kailash Kher,BollywoodSad,Aazaan,9.2/10
Shukriya Zindagi Shukriya Zindagi,Shafqat Amanat Ali,BollywoodRomantic,Aashayein,9.7/10
O Janewale Ho Sake To Laut Ke Aana,Mukesh,BollywoodSad,Bandini,9.2/10
Aanchal Men Saja Lena,Mohammed Rafi,BollywoodRomantic,Phir Wohi Dil Laya Hoon,9.5/10
Tum Paas Aa Rahe Ho,"Jagjit Singh, Lata Mangeshkar",BollywoodRomantic,Veer Zaara,9.6/10
Badle Badle Mere Sarkar,Lata Mangeshkar,BollywoodSad,Chaudhvin Ka Chand,8.8/10
Ab Ke Baras Bhejo Bhaiya,Asha Bhosle,BollywoodSad,Bandini,9.4/10
Din Dhal Gaya Hai,"Alka Yagnik, Udit Narayan",BollywoodDance,Dil Tera Deewana,8.0/10
Baadal,"Adnan Sami, Alka Yagnik",BollywoodDance,Yuva,9.6/10
Chori Chori Chori Se,"Amitabh Bachchan, Jaspinder Narula, Sonu Nigam",BollywoodDance,Sooryavansham,8.7/10
Haseenon Ki Sawari Hai,"Mohammed Rafi, Suman Kalyanpur",BollywoodDance,Love In Shimla,9.1/10
Kaisi Hai Ye Udaasi,Kailash Kher,BollywoodSad,Karthik Calling Karthik,9.5/10
Haan Bhai Haan,"Amit Kumar, Anuradha Paudwal",BollywoodDance,Toofan,9.1/10
Nasha Nasha,Neha Bhasin,BollywoodDance,Daddy Cool,9.2/10
Apni To Har Aah,Mohammed Rafi,BollywoodSad,Kala Bazar,9.5/10
Ho Maine Pyar Kiya,Lata Mangeshkar,BollywoodDance,Jis Desh Mein Ganga Behti Hai,8.6/10
Chal Jhoothi,"Shraddha Pandit, Udit Narayan",BollywoodDance,Jis Desh Mein Ganga Rehta Hai,7.4/10
Kaise Kahoon Main Baat Jiya Ki,Asha Bhosle,BollywoodRomantic,Gehra Daag,8.3/10
Meri Jaaniye,"Monali Thakur, Shaan",BollywoodRomantic,I Me Aur Main,9.2/10
Na Tum Jano Na Hum,Lucky Ali,BollywoodRomantic,Kaho Naa.... Pyaar Hai,9.1/10
Jaane Bhi De (Duet),"Sonu Nigam, Sunidhi Chauhan",BollywoodRomantic,Ishkq In Paris,9.0/10
Ae Dil Pyar Ki Manzil,Mukesh,BollywoodDance,Aas Ka Panchhi,8.4/10
Patli Kamar Hai,"Lata Mangeshkar, Mukesh",BollywoodDance,Barsaat,9.1/10
Lungi Dance (Remix),Yo Yo Honey Singh,BollywoodDance,Chennai Express,9.0/10
Yeh Zindagi Ka Mausam,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Ghunghat,9.4/10
Tumhen Pa Ke Humne Jahan Pa Liya,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Gehra Daag,8.6/10
Dhoop,Shreya Ghoshal,BollywoodRomantic,Goliyon Ki Rasleela Ram-leela,9.6/10
Ghoongte Mein Chanda,Udit Narayan,BollywoodDance,Koyla,9.3/10
Hum Ko Tumhare Ishq Ne,Mohammed Rafi,BollywoodRomantic,Ek Musafir Ek Hasina,9.3/10
Accident Ho Gaya,"Asha Bhosle, Prayag Raj, Shabbir Kumar",BollywoodDance,Coolie,7.6/10
Ainvayi Ainvayi (Dilli Club Mix),"Abhijit Vaghani, Master Saleem, Sunidhi Chauhan",BollywoodDance,Band Baaja Baaraat,9.5/10
Is Pal Ki Soch,Harshdeep Kaur,BollywoodDance,Halla Bol,8.8/10
Sach Hue Sapne Apne,Asha Bhosle,BollywoodDance,Kala Bazar,9.3/10
Rang De,"Shankar Mahadevan, Suraj Jagan",BollywoodMotivational,My Name is Khan,9.8/10
Le Jaa,Pankaj Awasthi,BollywoodSad,Karam,9.4/10
Wah Wah Ram Ji,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Hum Aapke Hain Koun,8.3/10
Hay Re Insaan Ki Majbooriya,Mohammed Rafi,BollywoodSad,Ghunghat,9.6/10
Sanjh Dhali,"Asha Bhosle, Manna Dey",BollywoodRomantic,Kala Bazar,9.2/10
Kabhi Kisi Ki Khushian Koi Loote Na,Mukesh,BollywoodSad,Zindagi Aur Khwab,8.9/10
Danka Bajega,Aaman Trikha,BollywoodDance,Khel To Abb Shuru Hoga,5.8/10
Ibn-E-Batuta,Mika Singh,BollywoodDance,Ishqiya,8.8/10
Dil To Bachcha Hai,Rahat Fateh Ali Khan,BollywoodRomantic,Ishqiya,8.9/10
Dekhen Bhi To Kya Dekhen,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Farz,8.4/10
Ae Baby Ae Jee Idhar Aao,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Love In Shimla,9.4/10
Hamdam Mere,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Phir Wohi Dil Laya Hoon,9.4/10
Band Baaja Baaraat Mashup,Multiple,BollywoodDance,Band Baaja Baaraat,8.7/10
Teetar Ke Do Aage Teetar,"Asha Bhosle, Mukesh, Simi Garewal",BollywoodDance,Mera Naam Joker,8.3/10
Shakira,"Hard Kaur, Kalpana, Master Saleem",BollywoodDance,No Problem,9.1/10
Shakira,"Hard Kaur, Master Saleem, Pritam Chakraborty",BollywoodDance,No Problem,9.1/10
Jiya Le Gayo Ji Mora Sanwariya,Lata Mangeshkar,BollywoodDance,Anpadh,9.0/10
Mori Chham Chham Baje Payaliya,Lata Mangeshkar,BollywoodDance,Ghunghat,7.6/10
G Pe Danda,"Aaman Trikha, Pawni Pandey, Prashant Vadhyar",BollywoodDance,Fugly,7.2/10
Lootnewale,"Master Saleem, Sukhwinder Singh, Vishal Bhardwaj",BollywoodDance,Matru Ki Bijlee Ka Mandola,9.3/10
Anjaana Anjaani Ki Kahani,"Monali Thakur, Nikhil Dsouza",BollywoodSad,Anjaana Anjaani,9.3/10
Teen Patti,Salim Merchant,BollywoodDance,Teen Patti,8.8/10
Khuda Hafiz Anjaani Anjaana,"Karthik, Lucky Ali, Sunitha Sarathy",BollywoodDance,Yuva,9.3/10
Jaane,Sunidhi Chauhan,BollywoodSad,Chameli,9.1/10
Awaara,Master Saleem,BollywoodDance,7 Khoon Maaf,9.6/10
Mera Mirza Sher Jawan,Daler Mehndi,BollywoodSad,Mirzya - Dare To Love,9.0/10
Dhoondo Dhoondo Re Sajna,Lata Mangeshkar,BollywoodRomantic,Gunga Jumna,8.8/10
Kitna Pyara Ye Chehra,"Anuradha Paudwal, Inderjeet",BollywoodDance,Beta,8.2/10
Dil Ki Kahani Rang Layee Hai,Asha Bhosle,BollywoodDance,Chaudhvin Ka Chand,9.1/10
Party On My Mind (Remix),"Shefali Alvares, Yo Yo Honey Singh",BollywoodDance,Race 2,9.2/10
Jane Kahan Gayi,Mohammed Rafi,BollywoodDance,Dil Apna Aur Preet Parai,9.1/10
Mirza Se Darre Khuda Daler Mehndi,Daler Mehndi,BollywoodMotivational,Mirzya - Dare To Love,7.1/10
Larki Deewani Dekho,"Sunidhi Chauhan, Udit Narayan",Bollywood,Shastra,9.2/10
Arre Yaaro Mere Pyaaro,"Udit Narayan, Vijayeta Pandit",Bollywood,Jo Jeeta Wohi Sikander,9.3/10
Reham Nazar Karo,Mohammed Rafi,BollywoodDevotional,Shirdi Saibaba,9.6/10
Ae Bhai Zara Dekh Ke Chalo,Manna Dey,BollywoodDance,Mera Naam Joker,8.8/10
Bedardi Mere Saiyan,Asha Bhosle,BollywoodDance,Chaudhvin Ka Chand,9.4/10
Gaal Gulabi Kis Ke Hain,Mohammed Rafi,BollywoodDance,Love In Shimla,9.4/10
Bechayan Sapne,"Abhijeet Sawant, Gulraj Singh, Mahalakshmi Iyer, Sameer Khan, Shankar Mahadevan",BollywoodDance,Romance Now,9.0/10
Yeh Lucknow Ki Sar Zameen,Mohammed Rafi,BollywoodDance,Chaudhvin Ka Chand,9.1/10
Ab Mujhe Koi,Rekha Bhardwaj,BollywoodSad,Ishqiya,9.3/10
Mera Bandar Chala Sasural,"Kamal Barot, Mohammed Rafi",BollywoodDance,Zindagi Aur Khwab,7.3/10
O Lal Dupatte Wali,"Alka Yagnik, Kavita Krishnamurthy, Kumar Sanu, Sudesh Bhonsle",BollywoodRomantic,Aankhen,8.1/10
O Lal Dupatte Wali,"Alka Yagnik, Kavita Krishnamurthy, Kumar Sanu, Sudesh Bhosle",BollywoodDance,Aankhen,8.1/10
Kehti Hai Jhuki Jhuki Nazar,Suman Kalyanpur,BollywoodDance,Zindagi Aur Khwab,8.7/10
Dil To Dete Nahin,Asha Bhosle,BollywoodDance,Kaalia,8.6/10
Ek Thi Ladki Meri Saheli,Asha Bhosle,BollywoodDance,Gumrah,9.2/10
Khoye Khoye Din Hain,"Anuradha Paudwal, Sonu Nigam",BollywoodDance,Hum Tumhare Hain Sanam,8.9/10
Baadalon Mein Chup Raha Chand,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Phir Teri Kahani Yaad Aayee,8.5/10
Paaji Tussi Such A Pussy Cat (Remix),"Amitabh Bhattacharya, Divya Kumar, Jigar Saraiya",BollywoodDance,Happy Ending,8.0/10
Dil Na Kahin Lagana,Asha Bhosle,BollywoodDance,Ghunghat,9.1/10
Tan Rang Lo Ji Aaj Man Ranglo,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Kohinoor,9.1/10
Gori Ghunghat Mein Mukhda,Asha Bhosle,BollywoodDance,Ghunghat,9.0/10
Azmale Ye Formulae,"Abhijeet, Shraddha Pandit",BollywoodDance,Khoobsurat,9.1/10
O Chhalia Re Chhalia,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Gunga Jumna,8.5/10
Rang Deni,"Kailash Kher, Mahua Kamat, Shraddha Pandit",BollywoodDance,Dev,9.1/10
Is Nagari Mein,Jagjit Singh,BollywoodSad,Bhopal Express,9.7/10
Kateli Kateli Nasheli Nasheli,Suman Kalyanpur,BollywoodDance,Zindagi Aur Khwab,8.2/10
Love Ka Matlab Hai Pyar,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Love In Shimla,9.6/10
Sau Tarah Ke (Revisited),"Abhijeet Sawant, Aditi Singh Sharma ·",BollywoodDance,Dishoom,7.5/10
khwab jo raag de,"Rahat Fateh Ali Khan, Shankar Mahadevan",Bollywood,London Dreams,9.3/10
Bhagwan Ek Qasoor Ki,Mohammed Rafi,BollywoodSad,Gehra Daag,8.5/10
Savaiyaa – Chhota Sa Saajan,"Aparnaa Bhaagwat, Suresh Wadkar",BollywoodDance,Vivah,8.9/10
Dil Tham Chale Hum Aaj Kidhar,Mohammed Rafi,BollywoodDance,Love In Shimla,9.1/10
Happy Ending Mashup,Multiple,BollywoodDance,Happy Ending,7.0/10
Koi Aisa Alam,"Mahalakshmi Iyer, Sonu Nigam",BollywoodRomantic,Karam,9.3/10
Rikshe Pe Mere Tum Aa Baithe,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Dil Tera Deewana,9.1/10
Har Subah Yaad Rakhna,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Farz,7.6/10
Koi Pyar Ki Dekhe Jadugari,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Kohinoor,9.4/10
Ek Dafa Ek Jungle Tha,"Ilaiyaraaja, Kamal Haasan, Sridevi",BollywoodDance,Sadma,9.4/10
Lamhon Ke Rasgulle,"Bianca Gomes, Sunidhi Chauhan",BollywoodDance,Kahaani 2,7.1/10
Bum Mein Dum,Aaman Trikha,BollywoodDance,Shaukeen Kaminay,8.8/10
Mose Mera Shyam Rootha,Lata Mangeshkar,BollywoodDevotional,Johny Mera Naam,9.4/10
Apni Ulfat Pe Zamane Ka,Mukesh,BollywoodDance,Sasural,9.3/10
Aarti (Tumre Bhavan Mein),"Kishori Gowariker, Rekha Bharadwaj, Shraddha Pandit, Sujata Majumdar",BollywoodDevotional,Delhi-6,8.9/10
Tanki (Bhaven Version),,BollywoodDance,Youngistaan,7.5/10
Har Subah,"K. S. Chithra, Kumar Sanu",BollywoodRomantic,Sooryavansham,8.7/10
Khel Wohi Phir Aaj Tu Khela,Kavita Krishnamurthy,BollywoodDance,Nigahen,8.8/10
Chhad Zid Karna,"Anuradha Paudwal, Udit Narayan",BollywoodDance,Pyaar Kiya To Darna Kya,8.8/10
Pal Mein Mila Jahan,Shankar Mahadevan,BollywoodRomantic,Aashayein,9.4/10
Balam Se Milan Hoga,Geeta Dutt,BollywoodDance,Chaudhvin Ka Chand,9.1/10
Phool Bagiya Men Bhanware Aaye,Mubarak Begum,BollywoodDance,Zindagi Aur Khwab,6.4/10
Itni Badi Mehfil,Asha Bhosle,BollywoodDance,Dil Apna Aur Preet Parai,9.1/10
Ishq Nachaya Kare,Sunidhi Chauhan,BollywoodDance,Karam,9.3/10
Mohabbat Ke Din Ho,"Alka Yagnik, Udit Narayan",BollywoodDance,Farz,9.4/10
Saaiyaan,Salim Sulaiman,BollywoodSad,Heroine,9.7/10
Tora Man Bada Papi,Asha Bhosle,BollywoodDance,Ganga Jumna,8.4/10
Dekho Bijli Dole Bin Badal Ki,"Asha Bhosle, Usha Mangeshkar",BollywoodDance,Phir Wohi Dil Laya Hoon,9.6/10
Badi Dheere Jali,Rekha Bhardwaj,BollywoodSad,Ishqiya,9.1/10
Parody,"Abhishek Nailwal, Aditi Paul, Aishwarya Nigam, Manoj Mishra, Sudesh Bhosle",BollywoodDance,Gang Of Ghosts,8.6/10
Socho Ke Jheelon Ka,"Alka Yagnik, Shankar Mahadevan, Udit Narayan",BollywoodRomantic,Mission Kashmir,7.0/10
